"Infants lacking immunization, measles (% of one-year-olds)"
"19"," Israel","9.0","7.0","5.0","6.0","4.0","3.0","4.0","4.0","4.0"
"26"," Italy","57.0","50.0","26.0","13.0","9.0","10.0","10.0","10.0","14.0"
"94"," Jamaica","26.0","10.0","12.0","16.0","11.0","12.0","7.0","6.0","8.0"
"17"," Japan","27.0","7.0","4.0","2.0","6.0","6.0","4.0","5.0","2.0"
"86"," Jordan","13.0","8.0","6.0","5.0","2.0","2.0","2.0","3.0","2.0"
"56"," Kazakhstan","","5.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0"
"146"," Kenya","22.0","17.0","22.0","31.0","14.0","13.0","7.0","27.0","21.0"
"137"," Kiribati","25.0","53.0","20.0","15.0","11.0","10.0","9.0","9.0","9.0"
"0"," Korea (Democratic People's Rep. of)","2.0","33.0","22.0","4.0","1.0","1.0","1.0","1.0","1.0"
"18"," Korea (Republic of)","7.0","7.0","5.0","1.0","2.0","1.0","1.0","1.0","1.0"
"51"," Kuwait","34.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","6.0"
"120"," Kyrgyzstan","","3.0","2.0","1.0","1.0","3.0","2.0","1.0","4.0"
"138"," Lao People's Democratic Republic","68.0","32.0","58.0","59.0","36.0","31.0","28.0","18.0","13.0"
"44"," Latvia","","19.0","3.0","2.0","5.0","8.0","10.0","4.0","5.0"
"76"," Lebanon","39.0","15.0","29.0","37.0","21.0","21.0","21.0","21.0","21.0"
"160"," Lesotho","20.0","17.0","26.0","17.0","12.0","8.0","8.0","8.0","8.0"
"177"," Liberia","100.0","100.0","37.0","38.0","35.0","29.0","20.0","26.0","42.0"
"102"," Libya","11.0","8.0","7.0","3.0","2.0","2.0","2.0","4.0","7.0"
"37"," Lithuania","","6.0","3.0","3.0","4.0","6.0","7.0","7.0","7.0"
"20"," Luxembourg","20.0","12.0","7.0","5.0","4.0","4.0","1.0","1.0","1.0"
"158"," Madagascar","53.0","45.0","43.0","26.0","34.0","38.0","39.0","37.0","36.0"
"170"," Malawi","19.0","10.0","27.0","18.0","7.0","4.0","10.0","12.0","15.0"
"59"," Malaysia","30.0","3.0","4.0","4.0","5.0","5.0","5.0","5.0","6.0"
"105"," Maldives","4.0","4.0","1.0","3.0","3.0","4.0","2.0","1.0","1.0"
"175"," Mali","57.0","48.0","51.0","27.0","22.0","28.0","25.0","20.0","20.0"
"33"," Malta","20.0","49.0","26.0","14.0","27.0","16.0","7.0","1.0","2.0"
"0"," Marshall Islands","48.0","43.0","6.0","14.0","3.0","12.0","22.0","21.0","21.0"
"157"," Mauritania","62.0","33.0","54.0","35.0","33.0","33.0","25.0","20.0","16.0"
"64"," Mauritius","24.0","11.0","16.0","2.0","1.0","1.0","1.0","1.0","2.0"
"77"," Mexico","25.0","10.0","4.0","4.0","5.0","2.0","1.0","11.0","3.0"
"127"," Micronesia (Federated States of)","19.0","10.0","15.0","4.0","20.0","8.0","9.0","9.0","9.0"
"107"," Moldova (Republic of)","","9.0","11.0","3.0","3.0","9.0","9.0","9.0","10.0"
"0"," Monaco","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"92"," Mongolia","8.0","15.0","8.0","3.0","3.0","2.0","1.0","3.0","2.0"
"48"," Montenegro","","","","","10.0","9.0","10.0","12.0","12.0"
