"Carbon dioxide emissions per capita (tonnes)"
"5"," Singapore","15.4","13.4","12.2","7.1","8.7","7.4","10.3","9.4"
"40"," Slovakia","","7.9","6.7","7.3","6.7","6.4","6.1","6.2"
"25"," Slovenia","","7.2","7.2","7.9","7.5","7.4","7.3","7.0"
"156"," Solomon Islands","0.5","0.4","0.4","0.3","0.4","0.4","0.4","0.4"
"0"," Somalia","0.0","0.0","0.1","0.1","0.1","0.1","0.1","0.1"
"119"," South Africa","9.1","9.2","8.6","8.8","9.3","9.2","9.0","8.9"
"181"," South Sudan","","","","","","","0.1","0.1"
"27"," Spain","5.6","6.1","7.3","8.1","5.8","5.8","5.7","5.1"
"73"," Sri Lanka","0.2","0.3","0.5","0.6","0.7","0.8","0.8","0.8"
"165"," Sudan","0.2","0.1","0.2","0.3","0.3","0.3","0.3","0.3"
"97"," Suriname","4.4","4.9","4.8","3.4","5.1","4.1","4.7","3.9"
"148"," Swaziland","0.5","0.5","1.1","0.9","0.9","0.9","1.0","0.9"
"14"," Sweden","6.1","6.2","5.6","5.7","5.5","5.5","4.9","4.6"
"2"," Switzerland","6.3","5.6","5.4","5.6","5.0","4.7","4.7","5.0"
"149"," Syrian Arab Republic","3.0","2.9","3.1","2.8","3.0","2.8","2.2","1.9"
"129"," Tajikistan","","0.4","0.4","0.4","0.3","0.3","0.4","0.4"
"151"," Tanzania (United Republic of)","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2"
"87"," Thailand","1.6","2.7","2.9","3.8","4.3","4.3","4.5","4.5"
"82"," The former Yugoslav Republic of Macedonia","","5.5","6.0","5.5","4.2","4.5","4.3","4.0"
"133"," Timor-Leste","","","","0.2","0.2","0.2","0.3","0.4"
"166"," Togo","0.2","0.2","0.3","0.2","0.4","0.4","0.3","0.3"
"101"," Tonga","0.8","1.0","1.0","1.1","1.1","1.0","1.7","2.0"
"65"," Trinidad and Tobago","13.9","16.7","18.8","22.8","36.1","35.1","33.8","34.5"
"97"," Tunisia","1.6","1.8","2.1","2.3","2.6","2.4","2.5","2.5"
"71"," Turkey","2.7","2.9","3.4","3.5","4.1","4.4","4.4","4.2"
"111"," Turkmenistan","","8.1","8.3","10.2","11.4","12.3","12.6","12.8"
