"Domestic food price level index"
"41"," Portugal","2.8","2.7","2.5","2.5","2.5","2.5","2.5"
"33"," Qatar","","1.7","1.7","1.8","1.8","1.8","1.8"
"50"," Romania","4.8","4.4","4.0","3.9","3.9","3.9","3.7"
"49"," Russian Federation","4.3","4.1","4.2","4.2","4.2","4.3","4.3"
"159"," Rwanda","7.0","7.9","8.1","8.0","8.4","8.6",""
"74"," Saint Kitts and Nevis","2.7","2.6","2.7","2.8","2.8","2.8","2.9"
"92"," Saint Lucia","3.5","3.5","3.4","3.3","3.4","3.5","3.4"
"99"," Saint Vincent and the Grenadines","3.4","3.5","3.6","3.3","3.3","3.4","3.4"
"142"," Sao Tome and Principe","7.7","7.3","8.2","9.1","","",""
"38"," Saudi Arabia","2.4","2.5","2.7","2.6","2.6","2.9",""
"162"," Senegal","7.6","8.1","8.2","8.2","8.2","8.3","8.4"
"66"," Serbia","4.8","4.1","3.9","4.0","","",""
"63"," Seychelles","6.2","5.9","6.6","6.6","6.5","6.7",""
"179"," Sierra Leone","6.2","6.7","6.3","6.6","6.8","6.8","6.8"
"5"," Singapore","1.1","1.1","1.1","1.0","1.0","1.0","1.0"
"40"," Slovakia","3.1","2.7","2.5","2.6","2.6","2.6","2.6"
"25"," Slovenia","2.1","2.0","2.1","2.2","2.2","2.2","2.2"
"119"," South Africa","2.1","2.3","2.9","3.0","3.0","3.0","3.0"
"27"," Spain","2.1","2.1","2.0","2.0","2.0","2.0","2.0"
"73"," Sri Lanka","8.4","8.6","7.0","7.1","6.8","7.0","6.9"
"97"," Suriname","5.8","6.0","6.3","6.2","6.2","6.2",""
"14"," Sweden","1.4","1.4","1.4","1.4","1.4","1.5","1.5"
"2"," Switzerland","1.4","1.5","1.4","1.3","1.3","1.3","1.4"
"151"," Tanzania (United Republic of)","9.3","10.0","10.8","11.0","11.4","11.5",""
"87"," Thailand","3.6","3.7","4.1","4.3","4.3","4.4","4.5"
"82"," The former Yugoslav Republic of Macedonia","5.3","5.0","5.0","5.1","5.1","5.1",""
"166"," Togo","6.8","6.8","7.5","7.2","7.3","7.2","6.8"
"65"," Trinidad and Tobago","1.4","2.1","3.4","3.5","3.8","4.0",""
"97"," Tunisia","3.6","3.6","3.7","3.7","3.7","3.8","3.9"
"71"," Turkey","4.0","3.5","3.7","3.6","3.6","3.7","3.8"
"163"," Uganda","4.4","4.5","5.0","5.6","5.3","5.2",""
"84"," Ukraine","5.5","5.9","5.6","5.5","5.3","5.2",""
"16"," United Kingdom","1.2","1.1","1.2","1.2","1.2","1.2","1.2"
"10"," United States","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"54"," Uruguay","2.8","2.8","3.0","3.1","3.1","3.1","3.1"
"71"," Venezuela (Bolivarian Republic of)","2.1","2.8","3.5","3.6","3.7","4.1","4.5"
"168"," Yemen","","7.2","7.9","7.5","7.5","7.6",""
"139"," Zambia","11.5","11.6","10.2","9.8","10.1","10.1",""
"d: Data refer to the most recent year available during the period specified."
